F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-1.14,0,-6.596,2060.802,1,2.262,3.1862,-3.7968,8631.74,-12.8499,-5514.65,100.46,9.256,-6.04,334.64,-96937,-14.7,9450.63,75.3,,False
-4.14,0,-6.446,2073,0,1.4397,2.964778,-7.908,7879.64,-12.8079,-5638.33,52.15,8.5222,-6.1,-3973.54,-96977.74,-14.244,10242.63,605.41,,True
-1.14,0,-8.086,1972.53,0,1.6429,2.98624,-4.1711,8573.88,-16.953,-5686.33,41.702,7.9206,-5.8032,-3356.96,-97109.32,-15.231,9943.8,19.41,-11,False
-4.14,1,-4.2392,2231.61,0,2.115,2.98017,-3.9004,6647.04,-11.7339,-5550.63,43.902,8.5824,-7.444,-1195.36,-96979.28,-11.5587,8696.43,106.29,,True
-4.14,1,-6.792,2051.595,1,2.314,3.7439,-4.5099,8942.64,-11.9682,-5367.24,39.788,8.4412,-5.2168,-3739.6,-96907.308,-11.3868,9927.57,127.7921,-13.01,False
-4.14,0,-8.166,2077.65,0,1.4349,3.3346,-3.8185,8197.84,-13.4241,-5420.88,41.268,9.594,-6.2336,-4906.36,-96770.3,-17.553,9963.72,426.81,-15.3,True
-1.14,1,-5.1318,1901.79,0,1.9588,3.2133,-3.7814,8455.94,-13.1157,-5623.33,49.884,8.6464,-4.568,-5172.16,-96941.1,-12.948,10452.93,126.879,,False
-4.14,0,-3.8194,2918.31,0,1.2484,3.3734,-3.8724,5534.64,-15.264,-5544.92,46.468,10.446,-7.154,-3322.56,-96925.53,-11.3013,9645.39,1414.61,-13,True
-4.14,0,-3.3608,3221.31,0,1.738,3.7423,-4.2949,8291.66,-14.724,-5425.44,38.27,9.742,-7.928,-4492.96,-96775.58,-21.039,9998.31,434.01,,True
-1.14,0,-6.306,2000.79,0,1.1678,4.289,-4.717,8012.44,-15.717,-5530.49,47.314,9.506,-9.734,-3336.36,-94713.8,-12.0624,9713.34,-440.69,-12.17,False
-1.14,1,-7.252,2192.37,0,1.2408,3.0955,-4.3884,7622.44,-14.031,-5873.43,41.958,7.773,-5.145,-3368.16,-97005.58,-13.2237,9397.83,1230.61,,True
-1.14,0,-3.4784,2170.14,1,1.1368,3.978,-5.794,13344.64,-12.5202,-5639.03,36.851,8.5104,-6.502,-3925.934,-96889.76,-10.75623,10424.13,1791.61,,False
-4.14,1,-4.7944,1996.95,0,3.17,3.04845,-3.9697,8470.46,-11.3778,-5405.24,45.176,10.67,-7.184,-5328.16,-96924.986,-16.674,12008.43,190.67,-12.69,False
-4.14,1,-3.6122,2896.71,0,1.7202,3.0956,-3.8144,8480.2,-20.946,-5563.13,59.18,8.1168,-7.212,-493.36,-96975.62,-17.757,9678.93,362.21,-13.4,True
-1.14,1,-6.014,2261.91,1,2.422,3.1738,-3.8112,8201.44,-13.3179,-5617.23,49.778,8.3368,-5.9632,-2470.16,-96911.388,-19.761,9432.03,341.01,-13.73,True
-1.14,1,-7.574,1988.91,0,1.1064,3.5138,-6.781,8349.22,-16.809,-6418.73,60.76,9.3182,-4.5682,-3858.44,-97687.2,-19.863,9887.97,-456.99,-12.16,False
-4.14,0,-6.548,2024.739,0,2.388,5.705,-3.8851,8656.04,-12.4707,-5422.99,50.654,8.246,-10.87,-3253.36,-96948.9,-14.955,9977.4,89.51,-12.67,False
-4.14,1,-5.388,2086.8,0,1.5143,3.3884,-3.8666,8094.44,-11.7339,-5528.19,60.02,10.696,-6.1132,-3910.4,-96884.58,-12.6,10304.13,378.91,,True
-1.14,0,-4.6594,2555.61,0,1.2129,2.97385,-4.6182,8965.44,-13.1865,-5825.13,38.788,7.766,-4.5034,-3265.96,-96878.5,-13.2768,9050.43,1393.61,-12.86,False
-1.14,1,-3.7556,2340.66,0,2.608,3.3216,-5.999,9404.04,-10.74957,-5227.23,73.48,7.823,-4.5372,-4013.76,-97090.8,-10.9383,13174.53,245.21,-11.1,False
-1.14,1,-4.4814,1940.85,1,1.2887,4.319,-4.731,8100.44,-24.096,-5466.14,65.62,7.8088,-5.85,-4128.14,-96854.24,-15.615,9869.7,200.97,,False
-4.14,1,-4.7994,2473.71,1,1.119,5.673,-5.595,9029.84,-11.8779,-5389.16,40.058,9.3248,-7.676,-3819.22,-96909.842,-13.86,9078.93,2641.61,-13.23,False
-4.14,1,-4.6836,2127.06,0,1.8028,3.4147,-4.0007,8259.52,-19.86,-5428.43,38.692,9.718,-9.604,-4557.76,-96922.704,-19.893,9851.31,262.51,,False
-1.14,1,-4.4416,2331.18,1,1.2089,3.3161,-4.582,8379.66,-11.3235,-5483.67,103,8.027,-6.0666,-3623.16,-96831.94,-18.465,8990.43,783.41,-13.64,False
-1.14,1,-6.204,1953.21,1,1.9648,2.98311,-5.522,9195.04,-10.9338,-5434.94,52.642,8.2114,-5.484,-3875.92,-96899.136,-11.3904,11968.83,23.91,-12.7,False
-1.14,1,-3.6246,2660.61,0,2.701,3.0651,-4.0661,8550,-11.3781,-5555.73,38.808,7.744,-7.048,-2766.96,-98666,-12.4374,9060.03,206.01,-12.97,False
-4.14,0,-3.29864,3149.91,0,2.866,3.5733,-7.001,8606.96,-14.787,-5429.88,58.82,10.13,-7.028,-3750.74,-96877.76,-12.1818,9479.31,81.14,-13.64,True
-1.14,1,-4.8242,2138.52,0,3.138,4.291,-3.70337,8199.84,-11.3709,-6944.63,120.26,7.8738,-4.5142,6160.64,-96930.126,-12.816,9154.83,158.8,-11.53,False
-4.14,1,-4.2546,2273.52,0,2.521,4.724,-6.85,6986.84,-14.724,-5544.86,57.9,9.3372,-6.736,-3831.28,-96948.94,-11.1603,9668.34,202.39,-13.26,True
-4.14,1,-6.876,2164.2,1,1.08808,5.415,-4.2475,8649.44,-11.9136,-5482.77,102.28,9.0348,-6.478,-3925.626,-96851.22,-15.216,9955.32,3747.61,-12.85,False
-1.14,0,-4.4614,2080.11,1,1.3018,2.98587,-4.2601,7872.84,-11.2095,-5491.75,43.908,10.45,-9.32,-3943.184,-96807.56,-13.5753,10712.43,469.81,-13.28,True
-1.14,1,-5.548,2086.02,0,1.3582,4.505,-4.696,5512.64,-11.1129,-5462.78,117.2,8.7644,-5.3508,-3943.408,-97084.04,-11.1777,10303.53,303.11,,False
-1.14,1,-3.9776,1413.81,1,2.434,3.3332,-4.2986,7279.84,-20.334,-6288.53,47.624,8.3026,-4.5304,-3709.56,-96949.1,-13.695,9867.81,-57.19,,True
-4.14,0,-3.7516,1759.98,1,2.149,2.9604275,-5.006,9422.44,-13.1361,-5431.72,41.97,8.7184,-5.0368,-3761.5,-96972.64,-11.076,9958.41,41.54,,False
-4.14,1,-5.816,2013.528,1,1.138,2.98009,-5.198,8960.64,-11.5464,-5311.33,36.5124,11.102,-5.6368,-4137.04,-97070.14,-11.1648,11250.63,636.01,,False
-4.14,0,-4.0984,2066.886,0,3.761,6.246,-4.053,9220.04,-10.8261,-5961.43,53.624,8.8814,-5.2004,-3889.2,-96922.344,-13.3299,14554.53,229.41,-12.1,False
-1.14,0,-3.7078,1440.51,0,1.2873,3.723,-4.6442,5770.64,-10.9161,-5636.23,64.32,9.58,-4.5486,-4040.5,-96950.06,-11.1927,13012.53,-214.69,,True
-4.14,1,-4.3488,1741.56,1,1.3196,2.963141,-5.005,6990.84,-13.665,-7223.63,48.574,8.9256,-4.43486,-3865.28,-96933.538,-12.2673,10127.73,-205.89,,True
-4.14,1,-4.5974,1851.57,0,2.479,5.21,-3.9609,7821.44,-12.4731,-5880.73,82.26,9.436,-4.8208,-2643.16,-96887.82,-12.777,9884.73,13.61,,True
-1.14,1,-6.836,2031.918,1,1.773,4.476,-3.9594,7681.64,-13.1481,-5632.73,57.62,8.3368,-6.596,-4438.16,-96931.192,-13.974,10283.73,334.61,-13.67,True
-1.14,1,-3.4026,3115.41,1,2.024,3.4552,-5.851,7972.44,-11.2896,-5471.32,35.7424,7.5606,-6.618,-4176.96,-96868.44,-16.245,11436.93,428.11,-11.47,False
-4.14,0,-5.071,1992.39,0,1.3762,3.01755,-3.759,7743.64,-15.264,-5946.13,39.212,8.7828,-4.6452,-1579.36,-96942.82,-11.0892,9863.97,68.97,,False
-4.14,0,-3.9284,1828.92,0,1.8114,3.5517,-5.545,8077.24,-10.7706,-5499.85,36.058,7.58866,-8.168,-3905.06,-96951.62,-16.407,12367.53,78.26,-13.74,True
-4.14,1,-4.3914,2416.41,1,2.491,2.96028,-4.883,7575.44,-12.2268,-5524.94,50.71,11.764,-6.042,-3857.12,-96918.503,-10.8531,9689.85,314.81,,False
-1.14,0,-5.212,2073.57,1,1.4098,3.1524,-4.2024,6914.44,-11.172,-5293.23,38.432,8.8954,-5.3158,-4786.96,-96910.126,-11.8116,11828.13,465.31,-13.75,True
-1.14,0,-5.31,1906.02,1,1.147,3.5031,-4.1295,7969.84,-11.3298,-5602.93,47.112,8.9572,-5.6694,-3617.56,-96877.78,-15.279,10645.83,-736.29,-14.1,True
-1.14,0,-4.0036,2259.84,0,5.035,4.385,-6.161,10346.44,-11.2854,-5696.23,44.888,8.8936,-5.2202,-3592.56,-96942.98,-11.1786,8019.33,117.64,-12.59,False
-4.14,1,-3.9982,1984.77,1,2.356,3.966,-4.68,8376.74,-20.454,-5586.53,41.374,8.1644,-7.038,-3263.56,-96838.14,-13.2447,9713.25,65.65,,True
-4.14,0,-3.4408,1122.51,1,1.7754,3.108,-4.5178,8289.1,-21.795,-5584.83,66.32,10.472,-5.9972,-3773.36,-96754.72,-23.946,9843.39,-7.59,,True
-4.14,0,-3.8502,2106.15,0,1.5059,3.8496,-4.6206,9321.44,-17.604,-5584.53,41.842,7.855,-7.178,-3360.76,-96897.08,-11.2632,9741,189.64,,False
-1.14,0,-7.736,1862.28,0,1.3682,3.05909,-4.5019,7424.24,-16.395,-6403.83,43.492,8.3464,-4.5706,-3762.54,-96963.92,-10.78104,10134.03,-645.79,-12.78,False
-1.14,1,-3.549,1633.71,0,2.524,2.968133,-4.3311,8664.04,-10.815,-5425.98,43.826,10.02,-5.3668,-3604.16,-96874.22,-13.0071,11272.53,65.99,,False
-1.14,0,-5.194,1988.97,1,1.2763,3.1224,-4.853,8488.8,-12.2991,-5428.57,36.998,9.712,-4.9544,-4055.84,-96904.844,-17.754,10544.73,330.51,-11.19,False
-1.14,1,-7.11,2089.98,0,1.9848,2.98551,-3.9147,8577.92,-14.913,-5378.34,48.78,7.7398,-4.7294,-953.36,-96929.776,-16.89,9409.23,14.91,,False
-4.14,1,-3.9098,2183.97,1,1.07541,3.1796,-4.336,8179.44,-15.699,-5381.68,83.82,11.22,-5.3968,-4460.16,-96948.36,-10.74813,10059.99,2791.61,-12.99,False
-4.14,0,-5.766,2275.29,0,2.334,5.257,-5.261,8085.44,-12.2607,-5332.23,90.64,7.65092,-5.3264,-3810.26,-96855.86,-17.52,8976.63,248.31,-13.79,True
-1.14,1,-4.5844,2293.92,0,1.8613,3.2275,-4.724,7023.04,-15.714,-5469.86,40.684,9.516,-7.178,-4419.16,-96912.436,-12.2778,10012.89,539.11,-13.71,True
-1.14,0,-3.526,2435.31,1,1.4012,2.9600424,-4.5347,6803.04,-10.70871,-5434.58,54.346,8.056,-8.952,-4044.28,-96936.132,-11.0352,12257.43,416.91,,False
-1.14,0,-5.268,2108.67,1,5.413,3.8603,-3.9328,8941.04,-14.124,-5402.77,37.395,9.966,-7.45,-4012.84,-97197,-12.3582,9934.56,152.65,-12.68,False
-4.14,1,-3.676,2595.51,0,1.5307,2.968825,-3.8512,8545.1,-12.9612,-5550.23,40.95,9.2342,-4.732,-4860.96,-96870.38,-17.085,10170.33,676.11,-12.55,False
-1.14,0,-5.826,2040.006,1,3.255,3.8807,-3.72567,6352.64,-15.909,-5544.95,50.844,9.4166,-6.68,3844.64,-96937.124,-11.496,9612.54,73.2,-13.99,True
-1.14,0,-4.1622,2460.21,0,2.291,3.9548,-4.2797,8038.04,-10.66743,-5548.53,75.64,12.208,-6.306,-4057.6,-92171.8,-12.8571,11673.33,377.21,,True
-1.14,0,-8.214,2054.052,1,1.6606,3.7736,-4.023,8614.34,-10.8786,-5375.38,39.234,8.0766,-6.286,-3787.1,-96933.72,-12.4275,10756.53,168.35,,False
-1.14,0,-3.25758,3853.11,1,1.5496,3.2047,-4.5594,7927.04,-16.992,-5496.66,62.74,7.62658,-5.2616,-3526.36,-97046.62,-13.644,9646.41,122.571,,True
-1.14,0,-4.4584,1998.3,1,1.4314,3.1755,-4.0157,8697.64,-10.73613,-5429.94,40.296,9.542,-6.38,-4044.14,-96848.78,-10.9905,13438.53,199.81,-11.83,False
-1.14,1,-4.7456,2165.31,0,1.5387,3.1362,-4.0837,9243.44,-17.808,-5559.63,58.68,9.52,-7.364,-3715.16,-97325.8,-11.8419,9882.96,603.31,-11.57,False
-4.14,1,-3.4034,2383.71,0,2.488,3.2021,-5.948,10065.84,-13.1991,-5624.03,51.7,8.4424,-5.7492,-3941.043,-96943.98,-11.6211,10246.23,283.61,,True
-1.14,1,-6.256,2121.9,1,1.5916,3.01122,-5.537,5720.64,-11.079,-5509.98,42.032,7.484584,-5.6142,-3738.36,-97285.8,-11.1729,8364.33,171.2,,False
-1.14,0,-4.295,2193.69,1,2.573,2.9600222,-4.4458,9025.84,-16.32,-5452.345,116.6,8.79,-6.1522,-3097.56,-98726.2,-11.6535,9561.66,82.84,,False
-4.14,0,-3.5346,3443.91,1,1.1723,4.247,-4.0234,7458.64,-11.4408,-5347.43,39.878,7.6264,-4.7786,-3438.96,-96955.32,-12.4155,8692.83,1175.61,,False
-1.14,1,-3.4106,2231.76,1,1.9349,2.969498,-3.73382,8497.94,-13.4277,-5404,37.128,10.84,-5.6544,2536.64,-96619.2,-16.242,9497.37,1.31,,False
-4.14,1,-4.2156,2578.71,1,2.579,5.972,-4.3109,8553.18,-11.3751,-5416.98,38.592,11.398,-6.262,-3434.96,-96937.412,-13.0047,8516.13,253.91,-12.2,False
-4.14,0,-3.4788,1687.41,1,3.677,3.02261,-4.0716,11134.64,-13.3449,-5314.93,49.796,9.1936,-5.1298,-3983.58,-96960.98,-10.9221,10144.83,125.077,,False
-1.14,0,-3.7162,2188.86,0,2.624,4.156,-3.8964,7341.64,-15.861,-6488.63,47.81,7.7726,-4.39284,-1993.56,-96884.52,-12.1704,9626.73,86.86,,True
-1.14,0,-3.32354,1487.01,0,1.4489,4.402,-4.4895,8738.44,-13.626,-5520.57,43.284,8.6548,-9.072,-4063.9,-97039.28,-20.061,10471.83,651.01,,False
-1.14,0,-4.8802,1943.76,0,1.5917,3.0868,-4.0749,8019.84,-11.0862,-5411.39,50.552,8.0896,-4.496,-3394.36,-96899.306,-14.379,10012.47,-130.29,,True
-1.14,0,-3.24424,4224.51,0,2.245,2.97401,-3.9543,8888.24,-12.8028,-5554.63,49.874,8.5636,-6.668,-1217.36,-96973.24,-13.755,9213.33,129.944,-11.12,False
-1.14,0,-6.392,2130.84,0,1.6442,3.01265,-3.893,4584.64,-13.2117,-5558.63,45.056,7.9284,-7.668,-1173.36,-96749.72,-11.0559,9259.53,181.27,,True
-1.14,1,-3.4792,2577.51,1,1.5853,3.4547,-4.4521,8501.64,-10.8729,-5513.62,45.676,7.63116,-6.804,-3889.1,-96982.28,-17.691,11424.03,455.31,-12.78,True
-4.14,1,-3.5868,3318.51,0,1.4913,2.969139,-4.42,8573.34,-11.5221,-5675.13,56.58,8.1936,-5.359,-3523.16,-96687.4,-16.113,9190.83,768.31,-13.22,True
-1.14,0,-4.7854,2162.37,0,2.596,3.1538,-5.032,6879.64,-13.1025,-6169.73,63.68,8.4486,-4.7606,-3442.76,-96786.1,-11.6949,9286.23,120.016,,True
-1.14,0,-3.694,2459.61,1,1.6033,2.99831,-5.571,7786.44,-11.0709,-8435.63,45.626,8.8132,-4.35904,-4027.3,-96813.76,-13.4967,11400.93,594.41,,True
-1.14,1,-3.5484,2677.11,1,3.465,5.073,-3.9087,8440.356,-13.881,-7093.63,41.484,8.2442,-4.4684,-1589.36,-97029.2,-18.081,9520.26,164.71,-12.52,True
-4.14,0,-3.3412,2211.84,0,1.1408,3.5526,-7.985,8609.54,-16.542,-5702.73,40.404,10.164,-5.5692,-3941.3352,-96876.5,-16.902,9999.69,1633.61,-11.13,False
-1.14,1,-4.7866,2457.81,0,1.7809,4.11,-4.1696,9159.44,-11.3628,-5314.73,43.45,10.046,-5.6724,-3441.56,-96902.366,-12.2511,8530.53,459.61,-12.05,False
-1.14,0,-3.359,2330.85,0,4.035,3.3699,-4.943,4326.64,-13.524,-5535.52,68.16,8.6632,-6.864,-3535.16,-96790.72,-11.0118,9517.86,105.78,,True
-1.14,1,-4.0278,2411.01,1,1.223,4.922,-3.74311,8460.766,-14.331,-5570.33,72.02,7.743,-7.278,3266.64,-96942.88,-19.224,9480.75,592.61,-12.76,True
-1.14,0,-3.6962,1400.61,0,1.2928,2.99252,-4.953,8163.24,-14.517,-7869.63,37.1542,12.384,-4.4436,-3783.22,-96979.42,-14.796,10080.93,-63.49,,True
-1.14,0,-4.3534,2180.94,0,2.587,4.095,-4.757,10279.44,-11.7711,-5499.55,43.69,8.0014,-8.42,-3905.86,-96941.58,-11.2311,10458.93,269.81,-11.26,False
-1.14,1,-6.538,1961.19,0,1.7673,3.5489,-4.863,8780.24,-11.5911,-5365.03,91.72,8.017,-5.6658,-3867.36,-96797.74,-14.415,10757.43,-8.29,,False
-1.14,0,-4.8534,2036.175,1,2.522,4.358,-5.784,8278.46,-12.0534,-5551.33,45.906,8.2398,-6.93,-3638.76,-96866.84,-22.905,9153.33,39.1,,True
-1.14,1,-3.25566,3322.41,0,3.23,2.96538,-4.0249,8670.04,-10.69521,-5431.14,47.022,7.8024,-6.157,-2835.76,-96875.18,-11.4531,7100.73,118.25,,False
-1.14,1,-6.368,1995.09,1,1.4676,3.7772,-5.289,7986.24,-15.282,-5561.83,68.38,7.7026,-6.292,-3725.56,-96843.34,-13.983,9792.621,-91.79,,True
-4.14,1,-4.8486,2044.797,0,2.358,3.02566,-4.1062,8665.64,-10.86,-7252.63,111.4,8.0342,-4.35298,-3321.76,-96880.94,-13.566,10754.43,161.96,-13.8,True
-1.14,1,-5.204,2043.0087,1,1.2421,7.44,-5.339,6448.24,-11.8236,-5574.83,48.678,7.9672,-7.018,-4017.52,-96812.48,-11.5614,10700.13,790.81,,True
-4.14,0,-4.009,2310.27,1,3.773,3.1194,-4.0653,10167.24,-14.28,-5440.103,74.7,8.4472,-6.74,-2414.36,-96883.14,-11.1507,9456.93,117.16,-12.48,False
-1.14,1,-6.774,2289.03,1,2.916,3.3789,-4.0312,12044.64,-15.708,-5230.43,43.644,10.448,-5.5158,-3153.36,-96901.65,-11.4015,9507.75,319.71,,False
-4.14,0,-5.1146,2158.14,0,1.2384,3.2403,-4.736,7419.84,-10.9383,-5848.03,46.074,8.1686,-5.2808,-4197.16,-96925.988,-12.7065,12585.03,1518.61,-13.41,True
-4.14,0,-3.6754,2488.11,0,1.2011,3.04785,-3.7663,7224.64,-11.2707,-5469.94,43.474,9.888,-9.616,-1439.36,-96945.84,-11.9091,9085.23,426.01,-12.58,True
-1.14,0,-3.5572,2557.71,0,2.208,3.01228,-3.9811,8327.46,-16.221,-5695.73,36.05,10.808,-6.012,-3498.96,-96874.46,-12.9831,9864.84,326.71,-13.37,False
-1.14,0,-6.868,2117.94,1,4.701,4.566,-4.056,8508.46,-12.4068,-5515.05,38.822,8.0828,-4.9522,-4473.16,-96942.86,-18.324,10321.53,207.34,,False
-4.14,0,-10.97,1946.88,0,1.7135,3.5604,-3.8165,8436.082,-14.061,-5891.83,37.2312,7.7438,-4.9924,-2761.56,-96930.584,-13.857,10308.33,-222.19,,False
-1.14,1,-5.25,2087.04,0,1.2962,2.99628,-3.8738,1926.64,-13.2153,-5612.53,83.96,8.4494,-5.5516,-4309.36,-96941.62,-10.82718,10085.73,647.81,,True
-4.14,1,-8.648,2041.7028,1,1.9845,5.471,-3.936,7781.64,-16.218,-5524.13,42.792,7.8444,-8.278,-1771.36,-96985.02,-13.2318,9624,21.91,-14.54,True
-1.14,0,-4.3274,2572.41,0,1.4861,3.01562,-6.941,8629.76,-13.4043,-6505.63,50.9,7.56062,-4.6962,-3673.16,-96920.334,-15.498,9113.43,607.31,-11.76,False
-4.14,1,-7.966,2115.42,1,1.5858,3.03715,-3.7951,8261.16,-14.49,-5248.83,49.792,7.7324,-5.158,-711.36,-96909.706,-21.399,9351.33,37.89,-11.58,False
-4.14,1,-3.9372,1633.41,0,2.914,2.99353,-3.8472,8237.24,-11.6271,-5351.89,54.912,8.69,-5.3964,-3079.56,-96929.698,-18.918,10150.23,2.51,-12.84,False
-4.14,0,-4.4432,2582.01,1,1.2144,2.96848,-3.7754,8694.44,-13.863,-5362.81,58.86,7.724,-5.5976,-759.36,-96877.64,-14.085,9333.03,1224.61,-11.11,False
-1.14,0,-6.43,2102.85,0,1.2861,3.05979,-4.3854,-3167.36,-13.1556,-5479.39,35.56496,8.5182,-4.669,-4327.16,-96884.16,-10.78404,10092.33,781.71,,True
-1.14,1,-4.2426,2256.42,1,1.3599,3.175,-3.72398,7905.04,-19.926,-5220.23,35.56816,8.6702,-5.2614,1060.64,-97049.6,-14.817,9632.13,-153.09,,False
-4.14,1,-5.188,1902.69,0,3.369,3.1917,-4.889,8815.64,-12.051,-5432.09,37.0518,10.906,-5.8502,-3938.855,-96912.218,-12.3315,10637.13,99.41,-12.78,False
-4.14,1,-5.212,1869.33,0,1.07722,3.5232,-3.72268,8094.84,-11.505,-7414.63,82.1,8.117,-4.4594,-3533.56,-96906.312,-17.169,11176.23,-492.69,-13.03,True
-4.14,1,-3.8732,1432.71,1,1.06336,3.04949,-4.1556,8363.98,-12.651,-7068.63,49.546,9.4508,-4.4846,-3345.76,-96815.38,-11.7429,10326.63,-1949.39,-13.06,True
-4.14,1,-3.446,2587.41,1,1.1896,3.071,-4.3014,8510.9,-11.4252,-5515.31,36.5202,11.062,-10.41,-3768.66,-96883.08,-18.096,10632.33,1412.61,-12.51,True
-1.14,1,-3.835,1445.61,1,1.261,4.252,-4.0255,8217.44,-15.18,-8204.63,48.504,8.9206,-4.3657,-3232.16,-96937.166,-12.2124,10014.03,-364.79,,True
-4.14,0,-4.388,2121.9,1,2.719,4.697,-6.12,8698.24,-11.3793,-5658.93,94.2,7.57652,-5.4126,-3738.16,-97016.26,-14.949,9509.4,153.63,,True
-4.14,1,-5.1168,2129.16,1,1.3578,2.9602576,-3.7572,8475.56,-22.53,-5410.31,46.364,8.176,-5.7654,3650.64,-97040.94,-14.883,9623.49,-309.79,-11.37,False
-4.14,0,-7.854,2039.3709,1,1.6003,3.3687,-4.3494,7167.84,-11.8233,-5516.44,134.94,8.4102,-8.764,-3990.9,-96932.688,-12.3345,10440.63,296.11,,True
-4.14,1,-3.4248,3086.01,0,2.115,3.01681,-4.3032,7749.84,-11.322,-5693.53,46.928,7.7432,-5.878,-2810.36,-96936.226,-12.9984,7959.03,150.82,,True
-4.14,1,-3.5818,2643.51,0,1.7804,3.6047,-3.8808,7228.04,-11.4666,-5670.03,42.814,10.444,-4.43408,-5786.36,-96903.794,-12.6675,10908.93,469.31,-12.96,False
-4.14,1,-7.104,2111.64,1,1.7512,2.98526,-4.2101,8459.31,-11.7912,-5425.94,48.812,9.592,-4.7704,-2905.36,-96913.996,-18.828,8808.33,111.38,-12.88,False
-4.14,0,-6.522,2095.05,1,1.1474,3.6239,-3.885,7650.84,-12.2892,-5348.93,54.462,9.3296,-4.945,-5680.56,-96905.068,-13.0011,10429.53,1498.61,,False
-4.14,1,-5.178,2083.38,0,1.6866,3.00075,-3.7873,8513.14,-13.3527,-7199.63,42.438,9.3368,-4.389,1262.64,-96858.4,-20.667,9468.93,62.77,-13.3,True
-4.14,0,-7.688,2079.21,1,1.5757,2.9725,-4.664,8480.14,-13.0917,-5538.12,92.76,7.496918,-6.934,-3879.54,-96877.72,-13.956,10025.7,470.71,-13.67,True
-1.14,0,-3.3868,3596.31,0,2.586,3.01053,-4.5738,6833.44,-11.3025,-5567.23,78.38,7.490076,-7.814,-3009.96,-96987.86,-11.3673,7464.03,156.2,-13.94,True
-4.14,1,-3.715,2474.31,0,1.7048,3.1803,-3.8872,8887.24,-13.35,-5384.21,44.438,8.946,-5.4278,-4053.7,-96895.3,-12.2394,9942.87,377.51,-12.84,False
-4.14,0,-3.3225,4391.31,1,1.7556,3.6731,-4.5588,8593.06,-17.121,-5668.93,39.566,7.60246,-5.3472,-3256.76,-97025.68,-13.0728,9580.71,304.21,,True
-4.14,1,-4.5654,2053.899,1,2.34,3.00782,-4.1608,8681.84,-11.0883,-5573.03,37.28,9.792,-6.526,-3995.92,-96750.4,-13.941,11959.53,268.51,,True
-1.14,1,-11.818,2098.5,1,2.911,3.04151,-4.3164,9832.64,-12.1107,-5421.27,51.008,8.6644,-6.358,-3608.96,-96927.12,-11.0415,9396.33,239.71,-12.05,False
-1.14,1,-4.232,2188.53,1,2.517,3.03273,-4.3658,8594.42,-23.1,-5290.83,40.504,8.1854,-4.7068,-2928.96,-97099.16,-15.153,9658.02,48.1,,False
-1.14,0,-3.9646,1528.11,1,1.4076,3.03487,-4.0421,8121.64,-15.312,-5824.43,138.6,9.451,-5.032,-3553.36,-96887.74,-18.822,9978.9,-299.59,-13.24,True
-4.14,1,-6.97,1997.64,1,1.5445,3.2119,-3.8045,8625.58,-11.8101,-5395.76,38.318,7.932,-6.64,-4123.84,-96878.02,-14.628,10622.13,65.86,-13.03,False
-1.14,0,-3.7368,2606.01,1,1.2552,3.2833,-4.5489,8150.84,-18.816,-5768.53,83.72,7.56916,-4.9968,-4076.94,-96974.12,-16.092,9842.67,1251.61,,True
-4.14,1,-4.8408,2119.08,1,1.8308,3.3605,-3.8656,9441.44,-13.1535,-6900.63,35.6936,8.5504,-4.5456,-3504.16,-96811.28,-11.0973,10131.03,420.11,,True
-4.14,1,-3.8454,2434.11,1,1.5503,3.0714,-3.906,-4385.36,-14.316,-5942.83,58.2,8.0448,-4.5664,-1335.36,-96902.232,-10.76313,9326.73,30.08,,True
-4.14,0,-3.26312,2659.41,1,1.2457,3.01391,-5.929,-1927.36,-11.7375,-5265.83,48.652,7.5868,-5.5414,-3886.46,-96784.7,-10.77858,9529.38,-214.29,,False
-1.14,0,-4.2374,2255.22,1,1.0739,3.00171,-5.473,8253.48,-11.526,-5402.55,61.3,8.5552,-5.7824,-3861.62,-96903.514,-12.5955,9633.84,1235.61,,False
-4.14,0,-3.7592,1911.27,0,1.3297,2.97699,-7.31,8112.24,-11.58,-5521.03,39.954,10.952,-9.462,-3976.74,-96855.16,-17.943,10997.43,485.81,-14.18,True
-1.14,1,-8.97,2133.81,0,1.3657,2.97681,-4.882,8415.06,-11.85,-5906.73,50.176,8.5798,-4.657,-3909.1,-96904.812,-13.2189,9774.0486,1098.11,-13.44,True
-4.14,1,-5.536,1909.95,1,1.677,3.3058,-5.398,8498.28,-11.1576,-5439.923,49.624,8.5864,-7.764,-3955.674,-96808.24,-20.1,11915.73,13.01,-13.37,False
-4.14,1,-5.061,2241.06,1,1.5165,7.658,-4.1951,5102.64,-13.746,-5490,51.136,7.7178,-12.808,-2374.16,-96941.02,-11.223,9118.23,129.991,,True
-4.14,0,-4.9444,2299.02,0,1.3867,2.97287,-4.0402,1672.64,-11.3328,-5403.41,50.842,8.3876,-8.744,-2684.16,-96997.3,-10.9149,7462.83,70.85,-12.77,True
-4.14,0,-4.5354,1846.14,1,3.715,2.9600823,-5.681,8125.04,-16.107,-5823.63,89.08,10.122,-5.032,-3869.12,-96904.328,-16.092,9936.84,100.79,,True
